<tdmsfile>
#17:ph08[1003]
나트륨	나트륨/ncn
#15:ph06[311]
표	표/ncn
(	(/sl
6	6/nno
-	-/sd
2	2/nno
)	)/sr
는	는/jxc
501055270       <                       </sl
b	b/f
>	>/sr
힘의	힘/ncn+의/jcm
통일	통일/ncn
501055320       </                      </sl+//sp
b	b/f
>	>/sr
에	에/jca
대한	대하/pvg+ㄴ/etm
지금까지의	지금/ncn+까지/jxc+의/jcm
연구과정	연구/ncn+과정/ncn
및	및/maj
앞으로의	앞/ncn+으로/jca+의/jcm
전망에	전망/ncn+에/jca
대한	대하/pvg+ㄴ/etm
예견을	예견/ncn+을/jco
보여	보이/pvg+어/ecx
주고	주/px+고/ecx
있다	있/px+다/ef
.	./sf
#15:ph06[309]
비록	비록/mag
그는	그/npp+는/jxc
실패하였지만	실패/ncpa+하/xsv+었/ep+지만/ecs
1960	1960/nno
년대와	년대/nbu+와/jcj
1970	1970/nno
년대에	년대/nbu+에/jca
물리학자들은	물리/ncn+학자/ncn+들/xsn+은/jxc
약한	약하/paa+ㄴ/etm
상호작용과	상호/ncn+작용/ncn+과/jcj
전자기력을	전자기/ncn+력/xsn+을/jco
통합한	통합/ncpa+하/xsv+ㄴ/etm
역전자기력	역전/ncn+자기/ncn+력/xsn
상호작용이라는	상호/ncn+작용/ncn+이/jp+라/ef+는/etm
것을	것/nbn+을/jco
밝혀	밝히/pvg+어/ecx
냈다	내/px+었/ep+다/ef
.	./sf
#15:ph06[303]
즉	즉/maj
마찰력	마찰/ncn+력/xsn
,	,/sp
수직력	수직/ncn+력/xsn
,	,/sp
접촉력	접촉/ncn+력/xsn
,	,/sp
끌림항력	끌림/ncn+항력/ncn
,	,/sp
장력과	장력/ncn+과/jct
같은	같/paa+은/etm
힘들은	힘/ncn+들/xsn+은/etm
기본적으로	기본/ncn+적/xsn+으로/jca
한	한/nnc
원자와	원자/ncn+와/jcj
다른	다르/paa+ㄴ/etm
원자간에	원자/ncn+간/nbn+에/jca
작용하는	작용/ncpa+하/xsv+는/etm
저자기력이다	저자기/ncn+력/xsn+이/jp+다/ef
.	./sf
#15:ph06[296]
그런	그런/mmd
좌표계에서는	좌표/ncn+계/xsn+에서/jca+는/jxc
실제로	실제로/mag
존재하지	존재/ncpa+하/xsv+지/ecx
않는	않/px+는/etm
힘을	힘/ncn+을/jco
느끼게	느끼/pvg+게/ecs
되는데	되/pvg+는데/ecs
이런	이런/mmd
착각이	착각/ncn+이/jcs
회전자에서의	회전자/ncn+에서/jca+의/jcm
재미	재미/ncn
중의	중/nbn+의/jcm
하나이기도	하나/nnc+이/jp+기/etn+도/jxc
하다	하/pvg+다/ef
.	./sf
#15:ph06[294]
이	이/mmd
힘은	힘/ncn+은/jxc
중심축	중심/ncn+축/ncn
방향이지만	방향/ncn+이/jp+지만/ecs
사람은	사람/ncn+은/jxc
자신을	자신/npp+을/jco
벽에	벽/ncn+에/jca
밀어붙이는	밀/pvg+어/ecs+붙이/pvg+는/jxc
힘이	힘/ncn+이/jcs
바깥쪽	바깥/ncn+쪽/nbn
방향으로	방향/ncn+으로/jca
작용하는	작용/ncpa+하/xsv+는/etm
것처럼	것/nbn+처럼/jca
느끼게	느끼/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
#15:ph06[282]
벽이	벽/ncn+이/jcs
윗쪽으로	윗쪽/ncn+으로/jca
잡아당겨	잡/pvg+아/ecs+당기/pvg+어/ecx
주는	주/px+는/etm
마찰력	마찰/ncn+력/xsn
f_	f_/f
{	{/sl
s	s/f
}	}/sr
가	가/jcs
사람의	사람/ncn+의/jcm
무게	무게/ncn
W	W/f
와	와/jct
같게	같/paa+게/ecs
되면	되/pvg+면/ecs
사람은	사람/ncn+은/jxc
밑으로	밑/ncn+으로/jca
떨어지지	떨어지/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
#15:ph06[267]
경사의	경사/ncn+의/jcm
효과는	효과/ncn+는/jxc
수직력	수직/ncn+력/xsn
N	N/f
을	을/jco
커브길의	커브/ncn+길/ncn+의/jcm
곡률중심	곡률/ncn+중심/ncn
쪽으로	쪽/nbn+으로/jca
기울여서	기울이/pvg+어서/ecs
지름방향의	지름/ncn+방향/ncn+의/jcm
성분	성분/ncn
N_	N_/f
{	{/sl
r	r/f
}	}/sr
이	이/jcs
구심력이	구심/ncn+력/xsn+이/jcc
되도록	되/pvg+도록/ecs
하는	하/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
#15:ph06[247]
차에	차/ncn+에/jca
대한	대하/pvg+ㄴ/etm
자유물체	자유/ncn+물체/ncn
그림	그림/ncn
(	(/sl
6	6/nno
-	-/sd
14	14/nno
b	b/f
)	)/sr
에는	에/jca+는/jxc
차에	차/ncn+에/jca
작용하는	작용/ncpa+하/xsv+는/etm
힘들	힘/ncn+들/xsn
f_	f_/f
{	{/sl
s	s/f
}	}/sr
N	N/f
및	및/maj
W	W/f
=	=/sy
mg	mg/f
가	가/jcs
나타나	나타나/pvg+아/ecx
있다	있/px+다/ef
.	./sf
#15:ph06[203]
만일	만일/mag
그를	그/npp+를/jxc
그	그/mmd
높이로	높이/ncn+로/jca
올렸다가	올리/pvg+었/ep+다가/ecs
그냥	그냥/mag
놓아버린다면	놓/pvg+아/ecx+버리/px+ㄴ다/ef+면/ecs
위의	위/ncn+의/jcm
가속도로	가속도/ncn+로/jca
지구	지구/ncn
중심을	중심/ncn+을/jco
향하며	향하/pvg+며/ecs
떨어지기	떨어지/pvg+기/etn
시작할	시작/ncpa+하/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
#15:ph06[193]
우주선에서의	우주/ncn+선/xsn+에서/jca+의/jcm
구심력은	구심/ncn+력/xsn+은/jxc
몸	몸/ncn
속의	속/ncn+의/jcm
모든	모든/mma
원자들과	원자/ncn+들/xsn+과/jcj
우주선의	우주/ncn+선/xsn+의/jcm
모든	모든/mma
원자들을	원자/ncn+들/xsn+을/jco
질량에	질량/ncn+에/jca
비례하는	비례/ncpa+하/xsv+는/etm
크기로	크기/ncn+로/jca
잡아당기는	잡/pvg+아/ecs+당기/pvg+는/etm
501057160       <                       </sl
b	b/f
>	>/sr
부피힘	부피/ncn+힘/ncn
501057200       </                      </sl+//sp
b	b/f
>	>/sr
인	이/jp+ㄴ/etm
지구중력이다	지구/ncn+중력/ncn+이/jp+다/ef
.	./sf
#15:ph06[178]
만일	만일/mag
좌석에	좌석/ncn+에/jca
의한	의하/pvg+ㄴ/etm
마찰력이	마찰/ncn+력/xsn+이/jcs
충분히	충분/ncn+히/xsa
컸다면	크/paa+었/ep+다/ef+면/ecs
이	이/mmd
사람은	사람/ncn+은/jxc
좌석	좌석/ncn
중앙에	중앙/ncn+에/jca
앉은	앉/pvg+은/etm
채로	채/nbn+로/jca
등속원운동을	등속/ncn+원/ncn+운동/ncn+을/jco
했을	하/pvg+었/ep+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
#15:ph06[172]
평평한	평평/ncps+하/xsm+ㄴ/etm
도로	도로/ncn
위를	위/ncn+를/jco
비교적	비교/ncn+적/xsn
빠른	빠르/paa+ㄴ/etm
속력으로	속력/ncn+으로/jca
달리는	달리/pvg+는/etm
차의	차/ncn+의/jcm
뒷	뒷/mmd
좌석	좌석/ncn
중앙에	중앙/ncn+에/jca
사람이	사람/ncn+이/jcs
타고	타/pvg+고/ecx
있다고	있/px+다/ef+고/jcr
하자	하/pvg+자/ef
.	./sf
#15:ph06[106]
m_	m_/f
{	{/sl
2	2/nnc
}	}/sr
가	가/jcs
내려온다는	내리/pvg+어/ecs+오/pvg+ㄴ다/ef+는/etm
사실로부터	사실/ncn+로/jca+부터/jxc
m_	m_/f
{	{/sl
1	1/nnc
}	}/sr
은	은/jxc
경사면을	경사/ncn+면/ncn+을/jco
따라	따르/pvg+아/ecs
올라가고	오르/pvg+아/ecs+가/pvg+고/ecx
있고	있/px+고/ecc
따라서	따라서/maj
운동마찰력	운동/ncn+마찰/ncn+력/xsn
f_	f_/f
{	{/sl
k	k/f
}	}/sr
는	는/jxc
경사면에	경사/ncn+면/ncn+에/jca
따라	따르/pvg+아/ecs
내려오는	내리/pvg+어/ecs+오/pvg+는/etm
방향이다	방향/ncn+이/jp+다/ef
.	./sf
#15:ph06[38]
게다가	게다가/maj
보통	보통/ncn
물체의	물체/ncn+의/jcm
표면은	표면/ncn+은/jxc
산화막	산화/ncn+막/ncn
또는	또는/maj
다른	다르/paa+ㄴ/etm
불순물	불순/ncn+물/xsn
막이	막/ncn+이/jcs
생겨	생기/pvg+어/ecs
냉용접	냉용접/ncn
상태가	상태/ncn+가/jcc
되지	되/pvg+지/ecx
못하도록	못하/px+도록/ecs
한다	하/pvg+ㄴ다/ef
.	./sf
#15:ph06[22]
그림	그림/ncn
(	(/sl
6	6/nno
-	-/sd
1	1/nno
c	c/f
)	)/sr
와	와/jcj
(	(/sl
6	6/nno
-	-/sd
1	1/nno
d	d/f
)	)/sr
에서	에서/jca
처럼	처럼/jca
힘을	힘/ncn+을/jco
점점	점점/mag
세게	세/paa+게/ecs
가하면	가하/pvg+면/ecs
정지마찰력	정지/ncn+마찰/ncn+력/xsn
f_	f_/f
{	{/sl
s	s/f
}	}/sr
도	도/jxc
함께	함께/mag
커져서	크/paa+어/ecx+지/px+어서/ecs
블록이	블록/ncn+이/jcs
움직이지	움직이/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
#15:ph06[14]
그	그/mmd
이유는	이유/ncn+는/jxc
미는	밀/pvg+는/etm
힘과	힘/ncn+과/jcj
반대	반대/ncn
방향으로	방향/ncn+으로/jca
마루가	마루/ncn+가/jcs
나무상자	나무/ncn+상자/ncn
바닥에	바닥/ncn+에/jca
수평으로	수평/ncn+으로/jca
마찰력을	마찰/ncn+력/xsn+을/jco
작용하여	작용/ncpa+하/xsv+여/ecs
평형을	평형/ncn+을/jco
이루기	이루/pvg+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
#15:ph06[5]
또	또/maj
연필도	연필/ncn+도/jxc
잡을	잡/pvg+을/etm
수	수/nbn
없고	없/paa+고/ecc
,	,/sp
설사	설사/mag
쥘	쥐/pvg+ㄹ/etm
수	수/nbn
있다고	있/paa+다/ef+고/jcr
해도	하/pvg+어/ecs+도/jxc
글씨를	글씨/ncn+를/jco
쓸	쓰/pvg+ㄹ/etm
수	수/nbn
없을	없/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
#15:ph05[840]
(	(/sl
a	a/f
)	)/sr
엔진이	엔진/ncn+이/jcs
꺼진	꺼지/pvg+ㄴ/etm
순간의	순간/ncn+의/jcm
로켓의	로켓/ncn+의/jcm
높이와	높이/ncn+와/jcj
(	(/sl
b	b/f
)	)/sr
쏘아	쏘/pvg+아/ecs
올린	올리/pvg+ㄴ/etm
지점으로부터	지점/ncn+으로/jca+부터/jxc
땅에	땅/ncn+에/jca
떨어진	떨어지/pvg+ㄴ/etm
지점까지의	지점/ncn+까지/jxc+의/jcm
수평거리를	수평/ncn+거리/ncn+를/jco
계산하여라	계산/ncpa+하/xsv+여라/ef
.	./sf
#15:ph05[703]
일상생활에서	일상/ncn+생활/ncn+에서/jca
이	이/mmd
힘은	힘/ncn+은/jxc
미미하나	미미/ncps+하/xsm+나/ecs
우주선의	우주/ncn+선/xsn+의/jcm
경우	경우/ncn
햇볕을	햇볕/ncn+을/jco
받아서	받/pvg+아서/ecs
느리지만	느리/paa+지만/ecs
돈	돈/ncn
안들이고	안/mag+들이/pvg+고/ecc
날아	날/pvg+아/ecs
갈	가/pvg+ㄹ/etm
수가	수/nbn+가/jcs
있다	있/paa+다/ef
.	./sf
#15:ph05[544]
이제	이제/mag
아기를	아기/ncn+를/jco
안은	안/pvg+은/etm
어른이	어른/ncn+이/jcs
안전띠를	안전/ncn+띠/ncn+를/jco
안맸을	안/mag+매/pvg+었/ep+을/etm
때	때/ncn
급정거하면	급정거/ncpa+하/xsv+면/ecs
어른	어른/ncn
품안의	품안/ncn+의/jcm
아기는	아기/ncn+는/jxc
안전한가	안전/ncps+하/xsm+ㄴ가/ef
아니면	아니/paa+면/ecs
더	더/mag
위험한가	위험/ncps+하/xsm+ㄴ가/ef
?	?/sf
#15:ph05[502]
어느	어느/mmd
경우나	경우/ncn+나/jxc
(	(/sl
승객이건	승객/ncn+이/jp+건/ecc
우주인이건	우주/ncn+인/xsn+이/jp+건/ecc
)	)/sr
무중력	무/xp+중력/ncn
느낌은	느낌/ncn+은/jxc
중력이	중력/ncn+이/jcs
없어졌기	없/paa+어/ecx+지/px+었/ep+기/etn
때문이	때문/nbn+이/jcc
아니고	아니/paa+고/ecc
승강기와	승강/ncn+기/xsn+와/jcj
승객이	승객/ncn+이/jcs
같은	같/paa+은/etm
가속도로	가속도/ncn+로/jca
자유낙하하기	자유/ncn+낙하/ncpa+하/xsv+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
#15:ph05[488]
위로	위/ncn+로/jca
가속이	가속/ncn+이/jcs
있다면	있/paa+다/ef+면/ecs
승강기는	승강/ncn+기/xsn+는/jxc
위로	위/ncn+로/jca
더	더/mag
큰	크/paa+ㄴ/etm
속도로	속도/ncn+로/jca
움직이든가	움직이/pvg+든가/ecc
아래로	아래/ncn+로/jca
더	더/mag
느린	느리/paa+ㄴ/etm
속도로	속도/ncn+로/jca
움직임을	움직이/pvg+ㅁ/etn+을/jco
뜻한다	뜻/ncpa+하/xsv+ㄴ다/ef
.	./sf
#15:ph05[441]
식	식/ncn
(	(/sl
5	5/nno
-	-/sd
26	26/nno
)	)/sr
을	을/jco
보면	보/pvg+면/ecs
토막의	토막/ncn+의/jcm
가속도는	가속도/ncn+는/jxc
질량에	질량/ncn+에/jca
무관하며	무관/ncps+하/xsm+며/ecc
이것은	이것/npd+은/jxc
자유낙하	자유/ncn+낙하/ncn
물체의	물체/ncn+의/jcm
가속도가	가속도/ncn+가/jcs
질량에	질량/ncn+에/jca
무관한	무관/ncps+하/xsm+ㄴ/etm
것과	것/nbn+과/jcj
마찬가지이다	마찬가지/ncn+이/jp+다/ef
.	./sf
#15:ph05[300]
이들	이/npd+들/xsn
문제들을	문제/ncn+들/xsn+을/jco
눈여겨	눈여기/pvg+어/ecs
보면서	보/pvg+면서/ecc
,	,/sp
각각의	각각/ncn+의/jcm
답을	답/ncn+을/jco
알아볼	알/pvg+아/ecs+보/pvg+ㄹ/etm
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
문제를	문제/ncn+를/jco
다루는	다루/pvg+는/etm
일반적인	일반/ncn+적/xsn+이/jp+ㄴ/etm
방법도	방법/ncn+도/jxc
알아보아야	알/pvg+아/ecs+보/pvg+아야/ecs
한다	하/px+ㄴ다/ef
.	./sf
#15:ph05[298]
궤도에서	궤도/ncn+에서/jca
도는	돌/pvg+는/etm
위성을	위성/ncn+을/jco
Newton	Newton/f
의	의/jcm
제	제/xp
3	3/nno
법칙이란	법칙/ncn+이/jp+라/ef+ㄴ/etm
테두리에서	테두리/ncn+에서/jca
따지는	따지/pvg+는/etm
것이	것/nbn+이/jcs
책상위에	책상/ncn+위/ncn+에/jca
놓인	놓이/pvg+ㄴ/etm
공을	공/ncn+을/jco
따지는	따지/pvg+는/etm
것보다	것/nbn+보다/jca
훨씬	훨씬/mag
간단하다	간단/ncps+하/xsm+다/ef
.	./sf
#15:ph05[279]
작은	작/paa+은/etm
위성이	위성/ncn+이/jcs
지구를	지구/ncn+를/jco
당기는	당기/pvg+는/etm
힘을	힘/ncn+을/jco
작을	작/paa+을/etm
것으로	것/nbn+으로/jca
생각되나	생각/ncpa+되/xsv+나/ecs
실제는	실제/ncn+는/jxc
Newton	Newton/f
의	의/jcm
제	제/xp
3	3/nno
법칙에	법칙/ncn+에/jca
따라	따르/pvg+아/ecs
꼭	꼭/mag
같이	같/paa+이/xsa
501060280       <                       </sl
TEX	TEX/f
>$	>/sr+$/su
F_	F_/f
{	{/sl
ES	ES/f
}=	}/sr+=/sy
F_	F_/f
{	{/sl
SE	SE/f
501060380       }$</                    }/sr+$/su+</sr+//sp
TEX	TEX/f
>	>/sr
이다	이/jp+다/ef
.	./sf
#15:ph05[272]
"	"/sl
만일	만일/mag
크기는	크기/ncn+는/jxc
같으나	같/paa+으나/ecc
반대로	반대/ncn+로/jca
두	두/nnc
힘이	힘/ncn+이/jcs
걸리면	걸리/pvg+면/ecs
서로	서로/mag
상쇄된다	상쇄/ncpa+되/xsv+ㄴ다/ef
"	"/sl
고	고/jcr
생각하여	생각/ncpa+하/xsv+여/ecs
"	"/sl
어떻게	어떻/pad+게/ecs
물체가	물체/ncn+가/jcs
움직일	움직이/pvg+ㄹ/etm
수	수/nbn
있는가	있/paa+는가/ef
?	?/sf
#15:ph05[229]
가장	가장/mag
좋은	좋/paa+은/etm
방법은	방법/ncn+은/jxc
그림	그림/ncn
(	(/sl
5	5/nno
-	-/sd
12	12/nno
b	b/f
)	)/sr
처럼	처럼/jca
N	N/f
의	의/jcm
꼬리가	꼬리/ncn+가/jcs
물체를	물체/ncn+를/jco
나타내는	나타내/pvg+는/etm
점에	점/ncn+에/jca
오도록	오/pvg+도록/ecs
자유물체	자유/ncn+물체/ncn
그림을	그림/ncn+을/jco
그리는	그리/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
#15:ph05[220]
그림	그림/ncn
(	(/sl
5	5/nno
-	-/sd
11	11/nno
)	)/sr
과	과/jcj
(	(/sl
5	5/nno
-	-/sd
12	12/nno
a	a/f
)	)/sr
에서	에서/jca
물체가	물체/ncn+가/jcs
수평면에	수평/ncn+면/ncn+에/jca
놓였을	놓이/pvg+었/ep+을/etm
때	때/ncn
N	N/f
은	은/jxc
위쪽을	위/ncn+쪽/nbn+을/jco
향하며	향하/pvg+며/ecc
물체는	물체/ncn+는/jxc
무게	무게/ncn
501061100       <                       </sl
b	b/f
>	>/sr
W	W/f
=	=/sy
mg	mg/f
501061160       </                      </sl+//sp
b	b/f
>	>/sr
는	는/jxc
아래쪽을	아래/ncn+쪽/nbn+을/jco
향한다	향하/pvg+ㄴ다/ef
.	./sf
#15:ph05[214]
물체의	물체/ncn+의/jcm
무게는	무게/ncn+는/jxc
팔길이가	팔/ncn+길이/ncn+가/jcs
같은	같/paa+은/etm
저울의	저울/ncn+의/jcm
접시에	접시/ncn+에/jca
놓고	놓/pvg+고/ecc
다른	다르/paa+ㄴ/etm
접시에는	접시/ncn+에/jca+는/jxc
표준질량추를	표준/ncn+질량/ncn+추/ncn+를/jco
놓고	놓/pvg+고/ecc
저울이	저울/ncn+이/jcs
맞게	맞/pvg+게/ecx
하여	하/px+여/ecs
잰다	재/pvg+ㄴ다/ef
.	./sf
#15:ph05[151]
음의	음/ncn+의/jcm
부호는	부호/ncn+는/jxc
학생이	학생/ncn+이/jcs
썰매를	썰매/ncn+를/jco
x	x/f
가	가/jcs
줄어드는	줄/pvg+어/ecx+들/px+는/etm
쪽	쪽/nbn
,	,/sp
즉	즉/maj
자유물체	자유/ncn+물체/ncn
그림	그림/ncn
(	(/sl
5	5/nno
-	-/sd
6	6/nno
)	)/sr
에서	에서/jca
왼쪽으로	왼쪽/ncn+으로/jca
밀고	밀/pvg+고/ecx
있음을	있/px+음/etn+을/jco
나타낸다	나타내/pvg+ㄴ다/ef
.	./sf
#15:ph05[115]
Newton	Newton/f
이란	이/jp+라/ef+ㄴ/etm
천재	천재/ncn
덕분에	덕분/ncn+에/jca
이제까지	이제/ncn+까지/jxc
다룬	다루/pvg+ㄴ/etm
실험	실험/ncn
,	,/sp
정의등을	정의/ncn+등/nbn+을/jco
Newton	Newton/f
의	의/jcm
제	제/xp
2	2/nno
법칙이라는	법칙/ncn+이/jp+라/ef+는/etm
간단한	간단/ncps+하/xsm+ㄴ/etm
벡터	벡터/ncn
공식으로	공식/ncn+으로/jca
요약할	요약/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#15:ph05[114]
가령	가령/mag
야구공을	야구/ncn+공/ncn+을/jco
던지고	던지/pvg+고/ecx
난	나/px+ㄴ/etm
뒤	뒤/ncn
볼링공을	볼링/ncn+공/ncn+을/jco
던져보면	던지/pvg+어/ecx+보/px+면/ecs
곧	곧/maj
두	두/nnc
공의	공/ncn+의/jcm
질량이	질량/ncn+이/jcs
다른	다르/paa+ㄴ/etm
것을	것/nbn+을/jco
느낄수	느끼/pvg+ㄹ/etm+수/nbn
있다	있/paa+다/ef
.	./sf
#15:ph05[77]
실험을	실험/ncn+을/jco
통해서	통하/pvg+어서/ecs
(	(/sl
그리고	그리고/maj
오직	오직/mag
실험을	실험/ncn+을/jco
통해서만	통하/pvg+어서/ecs+만/jxc
)	)/sr
기준물체의	기준/ncn+물체/ncn+의/jcm
가속도가	가속도/ncn+가/jcs
5	5/nnc
m	m/su
/	//sp
s	s/su
^{	^/sy+{/sl
2	2/nnc
}	}/sr
이고	이/jp+고/ecc
그림	그림/ncn
(	(/sl
5	5/nno
-	-/sd
4	4/nno
)	)/sr
에	에/jca
표시된	표시/ncpa+되/xsv+ㄴ/etm
방향을	방향/ncn+을/jco
가짐을	가지/pvg+ㅁ/etn+을/jco
알	알/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
#15:ph05[71]
힘이	힘/ncn+이/jcs
벡터의	벡터/ncn+의/jcm
덧셈법칙에	덧셈/ncn+법칙/ncn+에/jca
따른다는	따르/pvg+ㄴ다/ef+는/etm
것을	것/nbn+을/jco
보여야	보이/pvg+어야/ecs
하며	하/px+며/ecc
,	,/sp
그런지	그렇/pad+ㄴ지/ecs
아닌지는	아니/paa+ㄴ지/ecs+는/jxc
오직	오직/mag
실험에	실험/ncn+에/jca
의해서만	의하/pvg+어서/ecs+만/jxc
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#15:ph05[37]
무한히	무한/ncn+히/xsa
길고	길/paa+고/ecc
극도로	극도/ncn+로/jca
부드러운	부드럽/paa+ㄴ/etm
표면	표면/ncn
501062520       (<                      (/sl+</sl
b	b/f
>	>/sr
마찰없는	마찰/ncn+없/paa+는/etm
면	면/ncn
501062570       </                      </sl+//sp
b	b/f
>	>/sr
이라	이/jp+라/ef
한다	하/pvg+ㄴ다/ef
)	)/sr
을	을/jco
생각하면	생각/ncpa+하/xsv+면/ecs
책은	책/ncn+은/jxc
전혀	전혀/mag
감속될	감속/ncpa+되/xsv+ㄹ/etm
조짐을	조짐/ncn+을/jco
보이지	보이/pvg+지/ecx
않을	않/px+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
#15:ph05[21]
Newton	Newton/f
역학은	역학/ncn+은/jxc
굉장히	굉장/ncn+히/xsa
넓은	넓/paa+은/etm
영역의	영역/ncn+의/jcm
여러	여러/mma
현상에	현상/ncn+에/jca
대해서	대하/pvg+어서/ecs
실험과	실험/ncn+과/jct
잘	잘/mag
일치하는	일치/ncpa+하/xsv+는/etm
결과를	결과/ncn+를/jco
예측하므로	예측/ncpa+하/xsv+므로/ecs
매우	매우/mag
성공적이었다	성공/ncpa+적/xsn+이/jp+었/ep+다/ef
.	./sf
#15:ph05[5]
이러한	이러하/pad+ㄴ/etm
변화에	변화/ncn+에/jca
너무도	너무/mag+도/jxc
익숙해졌기	익숙하/paa+어/ecx+지/px+었/ep+기/etn
때문에	때문/nbn+에/jca
물체가	물체/ncn+가/jcs
뚜렷한	뚜렷/ncps+하/xsv+ㄴ/etm
까닭없이	까닭/ncn+없/paa+이/xsa
속도를	속도/ncn+를/jco
바꾸면	바꾸/pvg+면/ecs
무슨	무슨/mmd
속임수가	속임수/ncn+가/jcs
있는지	있/paa+는지/ecs
의심하게	의심/ncpa+하/xsv+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
#15:ph05[3]
이러한	이러하/pad+ㄴ/etm
현상이	현상/ncn+이/jcs
일어날	일어나/pvg+ㄹ/etm
때	때/ncn
이들	이/npd+들/xsn
변화와	변화/ncn+와/jcj
관련이	관련/ncn+이/jcs
있어	있/paa+어/ecs
보이는	보이/pvg+는/etm
물체를	물체/ncn+를/jco
가까이에서	가깝/paa+이/xsa+에서/jca
많이	많/paa+이/xsa
발견할	발견/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#16:ph03[408]
그림	그림/ncn
(	(/sl
3	3/nno
-	-/sd
27	27/nno
)	)/sr
과	과/jct
같이	같/paa+이/xsa
비행기가	비행/ncn+기/xsn+가/jcs
동쪽으로	동쪽/ncn+으로/jca
서쪽으로	서쪽/ncn+으로/jca
123	123/nnc
도	도/nbu
돌아	돌/pvg+아/ecs
관측지로부터	관측/ncn+지/xsn+로/jca+부터/jxc
2580	2580/nnc
ft	ft/su
떨어진	떨어지/pvg+ㄴ/etm
곳에	곳/ncn+에/jca
있을	있/paa+을/etm
때	때/ncn
변위를	변위/ncn+를/jco
구하여라	구하/pvg+여라/ef
.	./sf
#15:ph03[318]
한	한/nnc
예로	예/ncn+로/jca
a	a/f
다음에	다음/ncn+에/jca
b	b/f
,	,/sp
b	b/f
다음에	다음/ncn+에/jca
c	c/f
순서로	순서/ncn+로/jca
사건들이	사건/ncn+들/xsn+이/jcs
일어날	일어나/pvg+ㄹ/etm
때	때/ncn
시간에	시간/ncn+에/jca
따른	따르/pvg+ㄴ/etm
사건의	사건/ncn+의/jcm
순서는	순서/ncn+는/jxc
a	a/f
,	,/sp
b	b/f
,	,/sp
c	c/f
이다	이/jp+다/ef
.	./sf
#15:ph03[294]
단위벡터를	단위/ncn+벡터/ncn+를/jco
이용하면	이용/ncpa+하/xsv+면/ecs
다음과	다음/ncn+과/jct
같이	같/paa+이/xsa
쓸	쓰/pvg+ㄹ/etm
수	수/nbn
있고	있/paa+고/ecc
예제	예제/ncn
(	(/sl
3	3/nno
-	-/sd
5	5/nno
)	)/sr
에서	에서/jca
보듯이	보/pvg+듯이/ecs
이에는	이/npd+에/jca+는/jxc
분배법칙을	분배/ncn+법칙/ncn+을/jco
적용할	적용/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#15:ph03[282]
성분에	성분/ncn+에/jca
의한	의하/pvg+ㄴ/etm
벡터합	벡터합/ncn
:	:/sp
성분에	성분/ncn+에/jca
의한	의하/pvg+ㄴ/etm
벡터합은	벡터합/ncn+은/jxc
예제	예제/ncn
(	(/sl
3	3/nno
-	-/sd
3	3/nno
)	)/sr
에서	에서/jca
처럼	처럼/jca
다음과	다음/ncn+과/jct
같이	같/paa+이/xsa
쓸	쓰/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#15:ph03[270]
a	a/f
에서	에서/jca
b	b/f
를	를/jxc
뺄	빼/pvg+ㄹ/etm
경우	경우/ncn
b	b/f
이	이/mmd
방향을	방향/ncn+을/jco
거꾸로	거꾸로/mag
하여	하/pvg+여/ecs
-	-/sd
b	b/f
를	를/jxc
구하고	구하/pvg+고/ecc
이를	이/npd+를/jco
a	a/f
에	에/jca
더하면	더하/pvg+면/ecs
된다	되/pvg+ㄴ다/ef
[	[/sl
그림	그림/ncn
(	(/sl
3	3/nno
-	-/sd
7	7/nno
)].	)/sl+]/sl+./sf
#15:ph03[228]
a	a/f
와	와/jct
b	b/f
의	의/jcm
벡터곱은	벡터곱/ncn+은/jxc
501064430       <                       </sl
TEX	TEX/f
>$	>/sr+$/su
a	a/f
{\	{/sl+\/sp
times	times/f
}	}/sr
b	b/f
501064510       $</                     $/su+</sl+//sp
TEX	TEX/f
>	>/sr
로	로/jca
표시하고	표시/ncpa+하/xsv+고/ecc
그	그/mmd
결과로	결과/ncn+로/jca
새로운	새롭/paa+ㄴ/etm
